time,value,meter_id
2024-06-13 19:30:00.000000 +00:00,1506.12,860
2024-06-13 19:30:00.000000 +00:00,0,9000
2024-06-13 19:45:00.000000 +00:00,1433.5200000000002,860
2024-06-13 19:45:00.000000 +00:00,0,9000
2024-06-13 20:00:00.000000 +00:00,1433.52,860
2024-06-13 20:00:00.000000 +00:00,0,9000
2024-06-13 20:15:00.000000 +00:00,1407.12,860
2024-06-13 20:15:00.000000 +00:00,0,9000
2024-06-13 20:30:00.000000 +00:00,1405.7999999999997,860
2024-06-13 20:30:00.000000 +00:00,0,9000
2024-06-13 20:45:00.000000 +00:00,1408.44,860
2024-06-13 20:45:00.000000 +00:00,0,9000
2024-06-13 21:00:00.000000 +00:00,1393.9200000000003,860
2024-06-13 21:00:00.000000 +00:00,0,9000
2024-06-13 21:15:00.000000 +00:00,1359.6,860
2024-06-13 21:15:00.000000 +00:00,0,9000
2024-06-13 21:30:00.000000 +00:00,1368.8400000000001,860
2024-06-13 21:30:00.000000 +00:00,0,9000
2024-06-13 21:45:00.000000 +00:00,1360.9199999999996,860
2024-06-13 21:45:00.000000 +00:00,0,9000
2024-06-13 22:00:00.000000 +00:00,1379.4000000000003,860
2024-06-13 22:00:00.000000 +00:00,0,9000
2024-06-13 22:15:00.000000 +00:00,1337.1599999999999,860
2024-06-13 22:15:00.000000 +00:00,0,9000
2024-06-13 22:30:00.000000 +00:00,1350.3600000000001,860
2024-06-13 22:30:00.000000 +00:00,0,9000
2024-06-13 22:45:00.000000 +00:00,1339.8,860
2024-06-13 22:45:00.000000 +00:00,0,9000
2024-06-13 23:00:00.000000 +00:00,1339.8000000000002,860
2024-06-13 23:00:00.000000 +00:00,0,9000
2024-06-13 23:15:00.000000 +00:00,1349.04,860
2024-06-13 23:15:00.000000 +00:00,0,9000
2024-06-13 23:30:00.000000 +00:00,1329.24,860
2024-06-13 23:30:00.000000 +00:00,0,9000
2024-06-13 23:45:00.000000 +00:00,1341.12,860
2024-06-13 23:45:00.000000 +00:00,0,9000
2024-06-14 00:00:00.000000 +00:00,1343.7599999999998,860
2024-06-14 00:00:00.000000 +00:00,0,9000
2024-06-14 00:15:00.000000 +00:00,1353.0000000000002,860
2024-06-14 00:15:00.000000 +00:00,0,9000
2024-06-14 00:30:00.000000 +00:00,1322.6399999999999,860
2024-06-14 00:30:00.000000 +00:00,0,9000
2024-06-14 00:45:00.000000 +00:00,1346.4000000000003,860
2024-06-14 00:45:00.000000 +00:00,0,9000
2024-06-14 01:00:00.000000 +00:00,1321.3199999999997,860
2024-06-14 01:00:00.000000 +00:00,0,9000
2024-06-14 01:15:00.000000 +00:00,1334.52,860
2024-06-14 01:15:00.000000 +00:00,0,9000
2024-06-14 01:30:00.000000 +00:00,1323.9599999999998,860
2024-06-14 01:30:00.000000 +00:00,0,9000
2024-06-14 01:45:00.000000 +00:00,1337.1599999999999,860
2024-06-14 01:45:00.000000 +00:00,0,9000
2024-06-14 02:00:00.000000 +00:00,1317.3600000000001,860
2024-06-14 02:00:00.000000 +00:00,0,9000
2024-06-14 02:15:00.000000 +00:00,1310.7599999999998,860
2024-06-14 02:15:00.000000 +00:00,0,9000
2024-06-14 02:30:00.000000 +00:00,1267.2,860
2024-06-14 02:30:00.000000 +00:00,0,9000
2024-06-14 02:45:00.000000 +00:00,1289.64,860
2024-06-14 02:45:00.000000 +00:00,0,9000
2024-06-14 03:00:00.000000 +00:00,1275.12,860
2024-06-14 03:00:00.000000 +00:00,0,9000
2024-06-14 03:15:00.000000 +00:00,1360.9200000000003,860
2024-06-14 03:15:00.000000 +00:00,0,9000
2024-06-14 03:30:00.000000 +00:00,1391.2800000000002,860
2024-06-14 03:30:00.000000 +00:00,0,9000
2024-06-14 03:45:00.000000 +00:00,1383.36,860
2024-06-14 03:45:00.000000 +00:00,0,9000
2024-06-14 04:00:00.000000 +00:00,1371.48,860
2024-06-14 04:00:00.000000 +00:00,0.6,9000
2024-06-14 04:15:00.000000 +00:00,1487.64,860
2024-06-14 04:15:00.000000 +00:00,6.2,9000
2024-06-14 04:30:00.000000 +00:00,1552.32,860
2024-06-14 04:30:00.000000 +00:00,13.2,9000
2024-06-14 04:45:00.000000 +00:00,1644.7200000000003,860
2024-06-14 04:45:00.000000 +00:00,16.8,9000
2024-06-14 05:00:00.000000 +00:00,1677.7199999999998,860
2024-06-14 05:00:00.000000 +00:00,20,9000
2024-06-14 05:15:00.000000 +00:00,1788.6,860
2024-06-14 05:15:00.000000 +00:00,15.2,9000
2024-06-14 05:30:00.000000 +00:00,1859.88,860
2024-06-14 05:30:00.000000 +00:00,26.2,9000
2024-06-14 05:45:00.000000 +00:00,1968.12,860
2024-06-14 05:45:00.000000 +00:00,39,9000
2024-06-14 06:00:00.000000 +00:00,2022.2399999999996,860
2024-06-14 06:00:00.000000 +00:00,40.6,9000
2024-06-14 06:15:00.000000 +00:00,2076.3599999999997,860
2024-06-14 06:15:00.000000 +00:00,39,9000
2024-06-14 06:30:00.000000 +00:00,2141.04,860
2024-06-14 06:30:00.000000 +00:00,58.8,9000
2024-06-14 06:45:00.000000 +00:00,2180.64,860
2024-06-14 06:45:00.000000 +00:00,72,9000
2024-06-14 07:00:00.000000 +00:00,2213.64,860
2024-06-14 07:00:00.000000 +00:00,71.6,9000
2024-06-14 07:15:00.000000 +00:00,2134.4399999999996,860
2024-06-14 07:15:00.000000 +00:00,115.6,9000
2024-06-14 07:30:00.000000 +00:00,2203.0800000000004,860
2024-06-14 07:30:00.000000 +00:00,126.4,9000
2024-06-14 07:45:00.000000 +00:00,2200.44,860
2024-06-14 07:45:00.000000 +00:00,154.6,9000
2024-06-14 08:00:00.000000 +00:00,2240.04,860
2024-06-14 08:00:00.000000 +00:00,127.8,9000
2024-06-14 08:15:00.000000 +00:00,2232.12,860
2024-06-14 08:15:00.000000 +00:00,186.4,9000
2024-06-14 08:30:00.000000 +00:00,2353.56,860
2024-06-14 08:30:00.000000 +00:00,111.6,9000
2024-06-14 08:45:00.000000 +00:00,2373.36,860
2024-06-14 08:45:00.000000 +00:00,156.8,9000
2024-06-14 09:00:00.000000 +00:00,2418.2400000000002,860
2024-06-14 09:00:00.000000 +00:00,175.4,9000
2024-06-14 09:15:00.000000 +00:00,2451.24,860
2024-06-14 09:15:00.000000 +00:00,134.4,9000
2024-06-14 09:30:00.000000 +00:00,2298.1200000000003,860
2024-06-14 09:30:00.000000 +00:00,243.6,9000
2024-06-14 09:45:00.000000 +00:00,2312.6400000000003,860
2024-06-14 09:45:00.000000 +00:00,212.4,9000
2024-06-14 10:00:00.000000 +00:00,2245.32,860
2024-06-14 10:00:00.000000 +00:00,269,9000
2024-06-14 10:15:00.000000 +00:00,2295.48,860
2024-06-14 10:15:00.000000 +00:00,267.2,9000
2024-06-14 10:30:00.000000 +00:00,2439.3599999999997,860
2024-06-14 10:30:00.000000 +00:00,186,9000
2024-06-14 10:45:00.000000 +00:00,2432.7599999999998,860
2024-06-14 10:45:00.000000 +00:00,193.6,9000
2024-06-14 11:00:00.000000 +00:00,2217.6,860
2024-06-14 11:00:00.000000 +00:00,354.4,9000
2024-06-14 11:15:00.000000 +00:00,2308.68,860
2024-06-14 11:15:00.000000 +00:00,296.4,9000
2024-06-14 11:30:00.000000 +00:00,2141.04,860
2024-06-14 11:30:00.000000 +00:00,411.8,9000
2024-06-14 11:45:00.000000 +00:00,2332.44,860
2024-06-14 11:45:00.000000 +00:00,285.2,9000
2024-06-14 12:00:00.000000 +00:00,2551.56,860
2024-06-14 12:00:00.000000 +00:00,120.2,9000
2024-06-14 12:15:00.000000 +00:00,2531.76,860
2024-06-14 12:15:00.000000 +00:00,134.8,9000
2024-06-14 12:30:00.000000 +00:00,2526.4800000000005,860
2024-06-14 12:30:00.000000 +00:00,110.8,9000
2024-06-14 12:45:00.000000 +00:00,2600.4,860
2024-06-14 12:45:00.000000 +00:00,99.6,9000
2024-06-14 13:00:00.000000 +00:00,2577.96,860
2024-06-14 13:00:00.000000 +00:00,95.4,9000
2024-06-14 13:15:00.000000 +00:00,2475,860
2024-06-14 13:15:00.000000 +00:00,95.4,9000
2024-06-14 13:30:00.000000 +00:00,2464.4400000000005,860
2024-06-14 13:30:00.000000 +00:00,91,9000
2024-06-14 13:45:00.000000 +00:00,2539.68,860
2024-06-14 13:45:00.000000 +00:00,43.8,9000
2024-06-14 14:00:00.000000 +00:00,2547.6,860
2024-06-14 14:00:00.000000 +00:00,40.2,9000
2024-06-14 14:15:00.000000 +00:00,2548.92,860
2024-06-14 14:15:00.000000 +00:00,18.2,9000
2024-06-14 14:30:00.000000 +00:00,2505.36,860
2024-06-14 14:30:00.000000 +00:00,15,9000
2024-06-14 14:45:00.000000 +00:00,2467.08,860
2024-06-14 14:45:00.000000 +00:00,15.2,9000
2024-06-14 15:00:00.000000 +00:00,2394.48,860
2024-06-14 15:00:00.000000 +00:00,19,9000
2024-06-14 15:15:00.000000 +00:00,2319.24,860
2024-06-14 15:15:00.000000 +00:00,38.4,9000
2024-06-14 15:30:00.000000 +00:00,2244.0000000000005,860
2024-06-14 15:30:00.000000 +00:00,75,9000
2024-06-14 15:45:00.000000 +00:00,2197.8,860
2024-06-14 15:45:00.000000 +00:00,38.6,9000
2024-06-14 16:00:00.000000 +00:00,2156.88,860
2024-06-14 16:00:00.000000 +00:00,47,9000
2024-06-14 16:15:00.000000 +00:00,2064.4800000000005,860
2024-06-14 16:15:00.000000 +00:00,63,9000
2024-06-14 16:30:00.000000 +00:00,2009.04,860
2024-06-14 16:30:00.000000 +00:00,54.4,9000
2024-06-14 16:45:00.000000 +00:00,1998.4799999999998,860
2024-06-14 16:45:00.000000 +00:00,25.4,9000
2024-06-14 17:00:00.000000 +00:00,1929.8400000000001,860
2024-06-14 17:00:00.000000 +00:00,23.6,9000
2024-06-14 17:15:00.000000 +00:00,1834.8,860
2024-06-14 17:15:00.000000 +00:00,18.8,9000
2024-06-14 17:30:00.000000 +00:00,1768.7999999999997,860
2024-06-14 17:30:00.000000 +00:00,18,9000
2024-06-14 17:45:00.000000 +00:00,1721.28,860
2024-06-14 17:45:00.000000 +00:00,15.6,9000
2024-06-14 18:00:00.000000 +00:00,1681.6799999999998,860
2024-06-14 18:00:00.000000 +00:00,12.4,9000
2024-06-14 18:15:00.000000 +00:00,1643.4000000000003,860
2024-06-14 18:15:00.000000 +00:00,4.8,9000
2024-06-14 18:30:00.000000 +00:00,1613.0399999999997,860
2024-06-14 18:30:00.000000 +00:00,8.2,9000
2024-06-14 18:45:00.000000 +00:00,1619.6399999999999,860
2024-06-14 18:45:00.000000 +00:00,3.8,9000
2024-06-14 19:00:00.000000 +00:00,1580.0400000000002,860
2024-06-14 19:00:00.000000 +00:00,0.2,9000
2024-06-14 19:15:00.000000 +00:00,1516.6799999999998,860
2024-06-14 19:15:00.000000 +00:00,0,9000
2024-06-14 19:30:00.000000 +00:00,1376.76,860
2024-06-14 19:30:00.000000 +00:00,0,9000
2024-06-14 19:45:00.000000 +00:00,1342.4399999999998,860
2024-06-14 19:45:00.000000 +00:00,0,9000
2024-06-14 20:00:00.000000 +00:00,1330.5600000000002,860
2024-06-14 20:00:00.000000 +00:00,0,9000
2024-06-14 20:15:00.000000 +00:00,1309.4399999999998,860
2024-06-14 20:15:00.000000 +00:00,0,9000
2024-06-14 20:30:00.000000 +00:00,1293.6000000000001,860
2024-06-14 20:30:00.000000 +00:00,0,9000
2024-06-14 20:45:00.000000 +00:00,1305.4799999999998,860
2024-06-14 20:45:00.000000 +00:00,0,9000
2024-06-14 21:00:00.000000 +00:00,1293.6,860
2024-06-14 21:00:00.000000 +00:00,0,9000
2024-06-14 21:15:00.000000 +00:00,1276.44,860
2024-06-14 21:15:00.000000 +00:00,0,9000
2024-06-14 21:30:00.000000 +00:00,1272.48,860
2024-06-14 21:30:00.000000 +00:00,0,9000
2024-06-14 21:45:00.000000 +00:00,1256.64,860
2024-06-14 21:45:00.000000 +00:00,0,9000
2024-06-14 22:00:00.000000 +00:00,1276.4399999999996,860
2024-06-14 22:00:00.000000 +00:00,0,9000
2024-06-14 22:15:00.000000 +00:00,1250.0400000000002,860
2024-06-14 22:15:00.000000 +00:00,0,9000
2024-06-14 22:30:00.000000 +00:00,1257.96,860
2024-06-14 22:30:00.000000 +00:00,0,9000
2024-06-14 22:45:00.000000 +00:00,1240.8,860
2024-06-14 22:45:00.000000 +00:00,0,9000
2024-06-14 23:00:00.000000 +00:00,1255.3200000000002,860
2024-06-14 23:00:00.000000 +00:00,0,9000
2024-06-14 23:15:00.000000 +00:00,1250.0400000000002,860
2024-06-14 23:15:00.000000 +00:00,0,9000
2024-06-14 23:30:00.000000 +00:00,1247.4000000000003,860
2024-06-14 23:30:00.000000 +00:00,0,9000
2024-06-14 23:45:00.000000 +00:00,1242.12,860
2024-06-14 23:45:00.000000 +00:00,0,9000
2024-06-15 00:00:00.000000 +00:00,1243.44,860
2024-06-15 00:00:00.000000 +00:00,0,9000
2024-06-15 00:15:00.000000 +00:00,1239.48,860
2024-06-15 00:15:00.000000 +00:00,0,9000
2024-06-15 00:30:00.000000 +00:00,1254,860
2024-06-15 00:30:00.000000 +00:00,0,9000
2024-06-15 00:45:00.000000 +00:00,1230.2400000000002,860
2024-06-15 00:45:00.000000 +00:00,0,9000
2024-06-15 01:00:00.000000 +00:00,1232.8799999999999,860
2024-06-15 01:00:00.000000 +00:00,0,9000
2024-06-15 01:15:00.000000 +00:00,1248.7199999999998,860
2024-06-15 01:15:00.000000 +00:00,0,9000
2024-06-15 01:30:00.000000 +00:00,1223.6399999999999,860
2024-06-15 01:30:00.000000 +00:00,0,9000
2024-06-15 01:45:00.000000 +00:00,1244.7599999999998,860
2024-06-15 01:45:00.000000 +00:00,0,9000
2024-06-15 02:00:00.000000 +00:00,1226.2799999999997,860
2024-06-15 02:00:00.000000 +00:00,0,9000
2024-06-15 02:15:00.000000 +00:00,1242.1199999999997,860
2024-06-15 02:15:00.000000 +00:00,0,9000
2024-06-15 02:30:00.000000 +00:00,1228.9200000000003,860
2024-06-15 02:30:00.000000 +00:00,0,9000
2024-06-15 02:45:00.000000 +00:00,1240.8,860
2024-06-15 02:45:00.000000 +00:00,0,9000
2024-06-15 03:00:00.000000 +00:00,1239.4800000000002,860
2024-06-15 03:00:00.000000 +00:00,0,9000
2024-06-15 03:15:00.000000 +00:00,1302.8400000000001,860
2024-06-15 03:15:00.000000 +00:00,0,9000
2024-06-15 03:30:00.000000 +00:00,1306.8,860
2024-06-15 03:30:00.000000 +00:00,0,9000
2024-06-15 03:45:00.000000 +00:00,1302.84,860
2024-06-15 03:45:00.000000 +00:00,0,9000
2024-06-15 04:00:00.000000 +00:00,1277.76,860
2024-06-15 04:00:00.000000 +00:00,0,9000
2024-06-15 04:15:00.000000 +00:00,1330.56,860
2024-06-15 04:15:00.000000 +00:00,0,9000
2024-06-15 04:30:00.000000 +00:00,1317.3599999999997,860
2024-06-15 04:30:00.000000 +00:00,0,9000
2024-06-15 04:45:00.000000 +00:00,1346.4,860
2024-06-15 04:45:00.000000 +00:00,0.6,9000
2024-06-15 05:00:00.000000 +00:00,1342.4399999999998,860
2024-06-15 05:00:00.000000 +00:00,3,9000
2024-06-15 05:15:00.000000 +00:00,1360.9199999999998,860
2024-06-15 05:15:00.000000 +00:00,6.8,9000
2024-06-15 05:30:00.000000 +00:00,1457.2799999999997,860
2024-06-15 05:30:00.000000 +00:00,11.2,9000
2024-06-15 05:45:00.000000 +00:00,1634.1599999999999,860
2024-06-15 05:45:00.000000 +00:00,6.2,9000
2024-06-15 06:00:00.000000 +00:00,1700.1599999999999,860
2024-06-15 06:00:00.000000 +00:00,8.4,9000
2024-06-15 06:15:00.000000 +00:00,1704.12,860
2024-06-15 06:15:00.000000 +00:00,16.2,9000
2024-06-15 06:30:00.000000 +00:00,1698.8400000000001,860
2024-06-15 06:30:00.000000 +00:00,9.2,9000
2024-06-15 06:45:00.000000 +00:00,1717.3199999999997,860
2024-06-15 06:45:00.000000 +00:00,15,9000
2024-06-15 07:00:00.000000 +00:00,1570.8,860
2024-06-15 07:00:00.000000 +00:00,30.6,9000
2024-06-15 07:15:00.000000 +00:00,1514.04,860
2024-06-15 07:15:00.000000 +00:00,65,9000
2024-06-15 07:30:00.000000 +00:00,1544.3999999999999,860
2024-06-15 07:30:00.000000 +00:00,37,9000
2024-06-15 07:45:00.000000 +00:00,1584.0000000000002,860
2024-06-15 07:45:00.000000 +00:00,16.4,9000
2024-06-15 08:00:00.000000 +00:00,1631.5199999999998,860
2024-06-15 08:00:00.000000 +00:00,23.8,9000
2024-06-15 08:15:00.000000 +00:00,1628.88,860
2024-06-15 08:15:00.000000 +00:00,25.8,9000
2024-06-15 08:30:00.000000 +00:00,1605.1200000000001,860
2024-06-15 08:30:00.000000 +00:00,35,9000
2024-06-15 08:45:00.000000 +00:00,1651.32,860
2024-06-15 08:45:00.000000 +00:00,25.8,9000
2024-06-15 09:00:00.000000 +00:00,1639.4399999999998,860
2024-06-15 09:00:00.000000 +00:00,27.2,9000
2024-06-15 09:15:00.000000 +00:00,1635.48,860
2024-06-15 09:15:00.000000 +00:00,45,9000
2024-06-15 09:30:00.000000 +00:00,1610.3999999999999,860
2024-06-15 09:30:00.000000 +00:00,54.6,9000
2024-06-15 09:45:00.000000 +00:00,1536.48,860
2024-06-15 09:45:00.000000 +00:00,105.2,9000
2024-06-15 10:00:00.000000 +00:00,1465.2000000000003,860
2024-06-15 10:00:00.000000 +00:00,135.6,9000
2024-06-15 10:15:00.000000 +00:00,1541.76,860
2024-06-15 10:15:00.000000 +00:00,86,9000
2024-06-15 10:30:00.000000 +00:00,1544.4000000000003,860
2024-06-15 10:30:00.000000 +00:00,85.2,9000
2024-06-15 10:45:00.000000 +00:00,1458.6,860
2024-06-15 10:45:00.000000 +00:00,138.2,9000
2024-06-15 11:00:00.000000 +00:00,1246.0800000000002,860
2024-06-15 11:00:00.000000 +00:00,296.2,9000
2024-06-15 11:15:00.000000 +00:00,1478.4,860
2024-06-15 11:15:00.000000 +00:00,97,9000
2024-06-15 11:30:00.000000 +00:00,1537.8000000000002,860
2024-06-15 11:30:00.000000 +00:00,56.6,9000
2024-06-15 11:45:00.000000 +00:00,1510.0799999999997,860
2024-06-15 11:45:00.000000 +00:00,81.6,9000
2024-06-15 12:00:00.000000 +00:00,1261.9199999999996,860
2024-06-15 12:00:00.000000 +00:00,217.8,9000
2024-06-15 12:15:00.000000 +00:00,1188,860
2024-06-15 12:15:00.000000 +00:00,263.6,9000
2024-06-15 12:30:00.000000 +00:00,1231.56,860
2024-06-15 12:30:00.000000 +00:00,251,9000
2024-06-15 12:45:00.000000 +00:00,1411.0799999999997,860
2024-06-15 12:45:00.000000 +00:00,113,9000
2024-06-15 13:00:00.000000 +00:00,1421.6399999999999,860
2024-06-15 13:00:00.000000 +00:00,121,9000
2024-06-15 13:15:00.000000 +00:00,1048.08,860
2024-06-15 13:15:00.000000 +00:00,377,9000
2024-06-15 13:30:00.000000 +00:00,1069.2000000000003,860
2024-06-15 13:30:00.000000 +00:00,357.8,9000
2024-06-15 13:45:00.000000 +00:00,1351.68,860
2024-06-15 13:45:00.000000 +00:00,174.8,9000
2024-06-15 14:00:00.000000 +00:00,1374.12,860
2024-06-15 14:00:00.000000 +00:00,126.6,9000
2024-06-15 14:15:00.000000 +00:00,1304.16,860
2024-06-15 14:15:00.000000 +00:00,162.4,9000
2024-06-15 14:30:00.000000 +00:00,1090.32,860
2024-06-15 14:30:00.000000 +00:00,357.2,9000
2024-06-15 14:45:00.000000 +00:00,1277.7599999999998,860
2024-06-15 14:45:00.000000 +00:00,177.4,9000
2024-06-15 15:00:00.000000 +00:00,1309.44,860
2024-06-15 15:00:00.000000 +00:00,171.4,9000
2024-06-15 15:15:00.000000 +00:00,1320,860
2024-06-15 15:15:00.000000 +00:00,145,9000
2024-06-15 15:30:00.000000 +00:00,1354.3200000000002,860
2024-06-15 15:30:00.000000 +00:00,123,9000
2024-06-15 15:45:00.000000 +00:00,1358.28,860
2024-06-15 15:45:00.000000 +00:00,139.2,9000
2024-06-15 16:00:00.000000 +00:00,1331.8799999999999,860
2024-06-15 16:00:00.000000 +00:00,133.8,9000
2024-06-15 16:15:00.000000 +00:00,1259.28,860
2024-06-15 16:15:00.000000 +00:00,170.6,9000
2024-06-15 16:30:00.000000 +00:00,1419.0000000000005,860
2024-06-15 16:30:00.000000 +00:00,79,9000
2024-06-15 16:45:00.000000 +00:00,1370.1599999999999,860
2024-06-15 16:45:00.000000 +00:00,94.6,9000
2024-06-15 17:00:00.000000 +00:00,1372.7999999999997,860
2024-06-15 17:00:00.000000 +00:00,117.8,9000
2024-06-15 17:15:00.000000 +00:00,1422.9600000000003,860
2024-06-15 17:15:00.000000 +00:00,63.4,9000
2024-06-15 17:30:00.000000 +00:00,1407.12,860
2024-06-15 17:30:00.000000 +00:00,105.8,9000
2024-06-15 17:45:00.000000 +00:00,1459.9199999999998,860
2024-06-15 17:45:00.000000 +00:00,54.2,9000
2024-06-15 18:00:00.000000 +00:00,1485,860
2024-06-15 18:00:00.000000 +00:00,37.2,9000
2024-06-15 18:15:00.000000 +00:00,1392.6,860
2024-06-15 18:15:00.000000 +00:00,44.8,9000
2024-06-15 18:30:00.000000 +00:00,1375.44,860
2024-06-15 18:30:00.000000 +00:00,22.2,9000
2024-06-15 18:45:00.000000 +00:00,1368.8400000000004,860
2024-06-15 18:45:00.000000 +00:00,12.2,9000
2024-06-15 19:00:00.000000 +00:00,1401.84,860
2024-06-15 19:00:00.000000 +00:00,3.8,9000
2024-06-15 19:15:00.000000 +00:00,1429.5600000000002,860
2024-06-15 19:15:00.000000 +00:00,0.4,9000
2024-06-15 19:30:00.000000 +00:00,1342.4399999999998,860
2024-06-15 19:30:00.000000 +00:00,0,9000
2024-06-15 19:45:00.000000 +00:00,1316.0399999999997,860
2024-06-15 19:45:00.000000 +00:00,0,9000
2024-06-15 20:00:00.000000 +00:00,1305.4799999999998,860
2024-06-15 20:00:00.000000 +00:00,0,9000
2024-06-15 20:15:00.000000 +00:00,1309.4399999999998,860
2024-06-15 20:15:00.000000 +00:00,0,9000
2024-06-15 20:30:00.000000 +00:00,1289.64,860
2024-06-15 20:30:00.000000 +00:00,0,9000
2024-06-15 20:45:00.000000 +00:00,1308.12,860
2024-06-15 20:45:00.000000 +00:00,0,9000
2024-06-15 21:00:00.000000 +00:00,1281.72,860
2024-06-15 21:00:00.000000 +00:00,0,9000
2024-06-15 21:15:00.000000 +00:00,1309.44,860
2024-06-15 21:15:00.000000 +00:00,0,9000
2024-06-15 21:30:00.000000 +00:00,1273.8000000000002,860
2024-06-15 21:30:00.000000 +00:00,0,9000
2024-06-15 21:45:00.000000 +00:00,1289.6399999999999,860
2024-06-15 21:45:00.000000 +00:00,0,9000
2024-06-15 22:00:00.000000 +00:00,1272.48,860
2024-06-15 22:00:00.000000 +00:00,0,9000
2024-06-15 22:15:00.000000 +00:00,1264.5600000000002,860
2024-06-15 22:15:00.000000 +00:00,0,9000
2024-06-15 22:30:00.000000 +00:00,1255.3200000000002,860
2024-06-15 22:30:00.000000 +00:00,0,9000
2024-06-15 22:45:00.000000 +00:00,1263.2400000000005,860
2024-06-15 22:45:00.000000 +00:00,0,9000
2024-06-15 23:00:00.000000 +00:00,1248.7199999999998,860
2024-06-15 23:00:00.000000 +00:00,0,9000
